Log Date,Log Submission Date,Log Type,Logged in Username,Device Users,Device ID,Message,App Version,CommCare Version
"Jan 25, 2017 22:24 CST","Jan 27, 2017 17:57 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Jan 25, 2017 22:25 CST","Jan 27, 2017 17:57 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Jan 25, 2017 22:25 CST","Jan 27, 2017 17:57 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 10, 2017 16:25 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.30.0
"Feb 10, 2017 16:27 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Saving form without firing triggers.,unknown,2.30.0
"Feb 10, 2017 16:27 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 10, 2017 16:27 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 10, 2017 16:27 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.30.0
"Feb 10, 2017 16:29 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Saving form without firing triggers.,unknown,2.30.0
"Feb 10, 2017 16:29 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 10, 2017 16:29 CST","Feb 14, 2017 10:14 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 15, 2017 12:00 CST","Feb 16, 2017 18:31 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,31,2.30.0
"Feb 15, 2017 12:02 CST","Feb 16, 2017 18:31 CST",form-entry,atvae272,atvae272,866836020291621,Saving form without firing triggers.,31,2.30.0
"Feb 15, 2017 12:02 CST","Feb 16, 2017 18:31 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,31,2.30.0
"Feb 15, 2017 12:02 CST","Feb 16, 2017 18:31 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,31,2.30.0
"Feb 17, 2017 21:49 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_EMBARAZO,unknown,2.30.0
"Feb 17, 2017 21:53 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Saving form without firing triggers.,unknown,2.30.0
"Feb 17, 2017 21:53 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 17, 2017 21:53 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 17, 2017 21:59 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_EMBARAZO,unknown,2.30.0
"Feb 17, 2017 22:29 CST","Feb 19, 2017 11:13 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 14:30 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_EMBARAZO,unknown,2.30.0
"Feb 21, 2017 14:30 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 14:30 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_NINO,unknown,2.30.0
"Feb 21, 2017 14:32 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 14:32 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_NINO,unknown,2.30.0
"Feb 21, 2017 14:32 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 16:45 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 16:46 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Feb 21, 2017 16:47 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 16:51 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Feb 21, 2017 16:51 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 17:04 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Feb 21, 2017 17:05 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 17:05 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_CERRAR_CASO,unknown,2.30.0
"Feb 21, 2017 17:05 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 17:05 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,unknown,2.30.0
"Feb 21, 2017 17:06 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 17:06 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_ACTUALIZAR_PERSONA,unknown,2.30.0
"Feb 21, 2017 17:07 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.30.0
"Feb 21, 2017 17:07 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,unknown,2.30.0
"Feb 21, 2017 17:09 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Saving form without firing triggers.,unknown,2.30.0
"Feb 21, 2017 17:09 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Feb 21, 2017 17:09 CST","Feb 26, 2017 20:30 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.30.0
"Mar 03, 2017 20:26 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 20:28 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 20:28 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 20:28 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 20:29 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 20:29 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 20:30 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 20:32 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 20:32 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:26 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:27 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 22:27 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:31 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:31 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:31 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:34 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:34 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:34 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:37 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:37 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:37 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:38 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:38 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:39 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_NINGUNO_KAWOK3_SOBRE_EMBARAZO,unknown,2.33.0
"Mar 03, 2017 22:39 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 22:39 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:42 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:42 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:42 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:44 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:44 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:44 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:45 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:45 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:45 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:47 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:47 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:47 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:52 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:52 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:53 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:56 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:56 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:57 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 22:59 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:59 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 22:59 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 23:05 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:05 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:05 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 23:08 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 23:09 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_CONSULTA_EMBARAZO,unknown,2.33.0
"Mar 03, 2017 23:12 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:12 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:13 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_ACTIVIDAD_KAWOK3_REGISTRAR_LLAMADAS,unknown,2.33.0
"Mar 03, 2017 23:13 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 23:13 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_AGREGAR_PERSONA,unknown,2.33.0
"Mar 03, 2017 23:17 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Cancelled,unknown,2.33.0
"Mar 03, 2017 23:18 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_AGREGAR_PERSONA,unknown,2.33.0
"Mar 03, 2017 23:22 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:22 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:22 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Starting|http://openrosa.org/formdesigner/KAWOK3_PERSONA_KAWOK3_AGREGAR_PERSONA,unknown,2.33.0
"Mar 03, 2017 23:28 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
"Mar 03, 2017 23:28 CST","Mar 05, 2017 12:47 CST",form-entry,atvae272,atvae272,866836020291621,Form Entry Completed,unknown,2.33.0
